trading_session_uuid,is_simulated,payload_json,response_json,created_ts
60068dbc-3479-45d5-827b-f4c1c079d182,True,"{""alert_streak_frequency"": 3, ""alert_window_size"": 5, ""dividends"": [8.0, 8.0], ""human_trader_params"": [{""initial_cash"": 2600.0, ""initial_stocks"": 20}, {""initial_cash"": 3800.0, ""initial_stocks"": 10}], ""initial_cash"": 2600.0, ""initial_midpoint"": 120.0, ""initial_spread"": 10.0, ""initial_stocks"": 20, ""is_simulated"": true, ""max_orders_per_minute"": 30, ""noise_trader_start_second"": 5, ""num_days"": 2, ""num_human_traders"": 2, ""num_noise_traders"": 0, ""step"": 1, ""trading_day_duration"": 1}","{""human_traders"": [""0fb22d31-6575-4bee-afaf-03fc594f2ad6"", ""fbe014b3-b825-49fb-9036-cb36871b78ad""], ""traders"": [""0fb22d31-6575-4bee-afaf-03fc594f2ad6"", ""fbe014b3-b825-49fb-9036-cb36871b78ad""], ""trading_session_uuid"": ""60068dbc-3479-45d5-827b-f4c1c079d182""}",1773331050.630656
91f4b5e4-3db0-4d62-abb4-21be11b003d1,True,"{""alert_streak_frequency"": 3, ""alert_window_size"": 5, ""dividends"": [20.0, 20.0], ""human_trader_params"": [{""initial_cash"": 2600.0, ""initial_stocks"": 20}, {""initial_cash"": 3800.0, ""initial_stocks"": 10}], ""initial_cash"": 2600.0, ""initial_midpoint"": 120.0, ""initial_spread"": 10.0, ""initial_stocks"": 20, ""is_simulated"": true, ""max_orders_per_minute"": 30, ""noise_trader_start_second"": 5, ""num_days"": 2, ""num_human_traders"": 2, ""num_noise_traders"": 0, ""step"": 1, ""trading_day_duration"": 1}","{""human_traders"": [""2d64a462-6c4d-4af8-83ea-2ce95b94144d"", ""7cf9d78e-1683-465c-9457-85e7700f8379""], ""traders"": [""2d64a462-6c4d-4af8-83ea-2ce95b94144d"", ""7cf9d78e-1683-465c-9457-85e7700f8379""], ""trading_session_uuid"": ""91f4b5e4-3db0-4d62-abb4-21be11b003d1""}",1773331050.971903
