trading_session_uuid,is_simulated,market_number,trading_day,event_seq,event_ts,source_mbo_event_seq,source_order_id,source_order_event_type,best_bid_px,best_bid_sz,best_bid_ct,best_ask_px,best_ask_sz,best_ask_ct,spread,midpoint,source_created_ts
0bf46949-efb1-42b0-a71a-49afa856b838,True,1,1,1,2026-03-12T15:57:44.532946+00:00,1,d15265a2-7c01-46d9-8a7f-5e94d3196d09,add,120.0,1.0,1,,,,,,1773331064.536532
0bf46949-efb1-42b0-a71a-49afa856b838,True,1,1,2,2026-03-12T15:57:44.537455+00:00,2,,trade,,,,,,,,,1773331064.545852
0bf46949-efb1-42b0-a71a-49afa856b838,True,1,1,3,2026-03-12T15:57:44.550470+00:00,5,9a99c783-316f-445b-b36b-dfcdb4136f70,add,115.0,1.0,1,,,,,,1773331064.553569
0bf46949-efb1-42b0-a71a-49afa856b838,True,1,1,4,2026-03-12T15:57:44.554295+00:00,6,c479a9e5-5b42-4549-be63-cafa058ea177,add,115.0,1.0,1,125.0,1.0,1,10.0,120.0,1773331064.556901
db496c26-c51a-472d-bed2-db805b966bec,True,2,1,1,2026-03-12T15:57:44.861701+00:00,1,bcb48906-30bf-4a4b-9f1b-a45f0e58d387,add,120.0,1.0,1,,,,,,1773331064.865241
db496c26-c51a-472d-bed2-db805b966bec,True,2,1,2,2026-03-12T15:57:44.866026+00:00,2,,trade,,,,,,,,,1773331064.87379
db496c26-c51a-472d-bed2-db805b966bec,True,2,1,3,2026-03-12T15:57:44.878034+00:00,5,86bb2af2-7b18-431b-b386-129944cab8fe,add,115.0,1.0,1,,,,,,1773331064.880853
db496c26-c51a-472d-bed2-db805b966bec,True,2,1,4,2026-03-12T15:57:44.881603+00:00,6,25843e63-1f70-4096-aaef-70db2405122f,add,115.0,1.0,1,125.0,1.0,1,10.0,120.0,1773331064.884292
