trading_session_uuid,is_simulated,market_number,trading_day,event_seq,event_ts,source_mbo_event_seq,source_order_id,source_order_event_type,best_bid_px,best_bid_sz,best_bid_ct,best_ask_px,best_ask_sz,best_ask_ct,spread,midpoint,source_created_ts
f90feeb0-9aa5-4521-b234-6e6648ea12c3,True,1,1,1,2026-03-13T07:36:36.269910+00:00,1,644203c7-32fa-4cfc-84fd-8bc63fd79dde,add,120.0,1.0,1,,,,,,1773387396.274246
f90feeb0-9aa5-4521-b234-6e6648ea12c3,True,1,1,2,2026-03-13T07:36:36.275612+00:00,2,,trade,,,,,,,,,1773387396.286078
f90feeb0-9aa5-4521-b234-6e6648ea12c3,True,1,1,3,2026-03-13T07:36:36.289508+00:00,5,9f70c823-4172-474d-925b-b9ef764febc3,add,115.0,1.0,1,,,,,,1773387396.2926
f90feeb0-9aa5-4521-b234-6e6648ea12c3,True,1,1,4,2026-03-13T07:36:36.293472+00:00,6,a75160ec-ab8d-47cd-bad6-2c8edd28a74c,add,115.0,1.0,1,125.0,1.0,1,10.0,120.0,1773387396.296618
0f9e1084-f528-4ba8-afb0-99350c47e69f,True,2,1,1,2026-03-13T07:36:37.316793+00:00,1,9912518e-1ac2-4086-bc4b-896b45ff6535,add,120.0,1.0,1,,,,,,1773387397.320752
0f9e1084-f528-4ba8-afb0-99350c47e69f,True,2,1,2,2026-03-13T07:36:37.321757+00:00,2,,trade,,,,,,,,,1773387397.331812
0f9e1084-f528-4ba8-afb0-99350c47e69f,True,2,1,3,2026-03-13T07:36:37.334919+00:00,5,a0c1924f-a895-4cce-ac5c-29fab9b2039b,add,115.0,1.0,1,,,,,,1773387397.33791
0f9e1084-f528-4ba8-afb0-99350c47e69f,True,2,1,4,2026-03-13T07:36:37.338781+00:00,6,b7469077-2144-4fe6-994d-e65041985b60,add,115.0,1.0,1,125.0,1.0,1,10.0,120.0,1773387397.34173
