trading_session_uuid,is_simulated,payload_json,response_json,created_ts
f90feeb0-9aa5-4521-b234-6e6648ea12c3,True,"{""alert_streak_frequency"": 3, ""alert_window_size"": 5, ""dividends"": [8.0, 8.0], ""human_trader_params"": [{""initial_cash"": 2600.0, ""initial_stocks"": 20}, {""initial_cash"": 3800.0, ""initial_stocks"": 10}], ""initial_cash"": 2600.0, ""initial_midpoint"": 120.0, ""initial_spread"": 10.0, ""initial_stocks"": 20, ""is_simulated"": true, ""max_orders_per_minute"": 30, ""noise_trader_start_second"": 5, ""num_days"": 2, ""num_human_traders"": 2, ""num_noise_traders"": 0, ""step"": 1, ""trading_day_duration"": 1}","{""human_traders"": [""370dd587-70f9-4345-86d1-4d0300c13a22"", ""0fa89cc8-fd62-4858-bb94-10768073ae75""], ""traders"": [""370dd587-70f9-4345-86d1-4d0300c13a22"", ""0fa89cc8-fd62-4858-bb94-10768073ae75""], ""trading_session_uuid"": ""f90feeb0-9aa5-4521-b234-6e6648ea12c3""}",1773387396.231994
0f9e1084-f528-4ba8-afb0-99350c47e69f,True,"{""alert_streak_frequency"": 3, ""alert_window_size"": 5, ""dividends"": [20.0, 20.0], ""human_trader_params"": [{""initial_cash"": 2600.0, ""initial_stocks"": 20}, {""initial_cash"": 3800.0, ""initial_stocks"": 10}], ""initial_cash"": 2600.0, ""initial_midpoint"": 120.0, ""initial_spread"": 10.0, ""initial_stocks"": 20, ""is_simulated"": true, ""max_orders_per_minute"": 30, ""noise_trader_start_second"": 5, ""num_days"": 2, ""num_human_traders"": 2, ""num_noise_traders"": 0, ""step"": 1, ""trading_day_duration"": 1}","{""human_traders"": [""5e1e1138-bbce-43d0-b03e-5b9e3ffe1520"", ""9b527330-5041-4a3d-b33a-96f8c60e2826""], ""traders"": [""5e1e1138-bbce-43d0-b03e-5b9e3ffe1520"", ""9b527330-5041-4a3d-b33a-96f8c60e2826""], ""trading_session_uuid"": ""0f9e1084-f528-4ba8-afb0-99350c47e69f""}",1773387397.283286
